id , project_slug                                                                            , cve_id          , cwe_id  , cwe_name                                                                                              , github_username       , github_repository_name                  , github_tag                                    , github_url                                                        , advisory_id        , buggy_commit_id                         , fix_commit_ids
 65, apache__jspwiki_CVE-2019-10077_2.11.0.M3                                                , CVE-2019-10077  , CWE-079 , Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')                  , apache                , jspwiki                                 , 2.11.0.M3                                     , https://github.com/apache/jspwiki                                 , GHSA-cj6j-32rg-45r2, 2ea7973c1c7fdf2771a9743dbc8ecb27c9bb162d, 87c89f0405d6b31fc165358ce5d5bc4536e32a8a
 66, apache__jspwiki_CVE-2019-10078_2.11.0.M3                                                , CVE-2019-10078  , CWE-079 , Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')                  , apache                , jspwiki                                 , 2.11.0.M3                                     , https://github.com/apache/jspwiki                                 , GHSA-hp5r-mhgp-56c9, 2ea7973c1c7fdf2771a9743dbc8ecb27c9bb162d, 46cd981dfb431730da3f9249f5db858aacf11e52
 67, apache__jspwiki_CVE-2019-10076_2.11.0.M3                                                , CVE-2019-10076  , CWE-079 , Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')                  , apache                , jspwiki                                 , 2.11.0.M3                                     , https://github.com/apache/jspwiki                                 , GHSA-cxx2-fp39-rf3r, 2ea7973c1c7fdf2771a9743dbc8ecb27c9bb162d, 60a9cb84ce36a0392fa5a01afcf28c11857c2f9e
 68, apache__jspwiki_CVE-2019-10089_2.11.0.M4                                                , CVE-2019-10089  , CWE-079 , Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')                  , apache                , jspwiki                                 , 2.11.0.M4                                     , https://github.com/apache/jspwiki                                 , GHSA-3rx2-x6mx-grj3, 6e1dc66adf3faa22e7f1f60189611a3d8ddb0726, 2956ccb307dd4b23b25c8ddeae8d7e7b301c6ff3
 69, DSpace__DSpace_CVE-2022-31192_5.10                                                      , CVE-2022-31192  , CWE-079 , Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')                  , DSpace                , DSpace                                  , 5.1                                           , https://github.com/DSpace/DSpace                                  , GHSA-4wm8-c2vv-xrpq, eca7968be7d6b9f8f5f302c9fc09f8186ed4809e, 28eb8158210d41168a62ed5f9e044f754513bc37;f7758457b7ec3489d525e39aa753cc70809d9ad9
 70, jmrozanec__cron-utils_CVE-2021-41269_9.1.5                                              , CVE-2021-41269  , CWE-094 , Improper Control of Generation of Code ('Code Injection')                                             , jmrozanec             , cron-utils                              , 9.1.5                                         , https://github.com/jmrozanec/cron-utils                           , GHSA-p9m8-27x8-rg87, 34493c66edb490396202edad66c5f8cc5717d494, cfd2880f80e62ea74b92fa83474c2aabdb9899da;d6707503ec2f20947f79e38f861dba93b39df9da
 71, jstachio__jstachio_CVE-2023-33962_1.0.0                                                 , CVE-2023-33962  , CWE-079 , Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')                  , jstachio              , jstachio                                , 1.0.0                                         , https://github.com/jstachio/jstachio                              , GHSA-gwxv-jv83-6qjr, 9ce20009d6bf726086fc528fceb174933077bff4, 7b2f78377d1284df14c580be762a25af5f8dcd66
 72, hibernate__hibernate-validator_CVE-2019-10219_6.0.17.Final                              , CVE-2019-10219  , CWE-079 , Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')                  , hibernate             , hibernate-validator                     , 6.0.17.Final                                  , https://github.com/hibernate/hibernate-validator                  , GHSA-m8p2-495h-ccmh, 7694cff9ed6325006382390c9bb2d8e4f3efedb6, 124b7dd6d9a4ad24d4d49f74701f05a13e56ceee;20d729548511ac5cff6fd459f93de137195420fe
 73, spring-projects__spring-framework_CVE-2022-22965_5.2.19.RELEASE                         , CVE-2022-22965  , CWE-094 , Improper Control of Generation of Code ('Code Injection')                                             , spring-projects       , spring-framework                        , 5.2.19.RELEASE                                , https://github.com/spring-projects/spring-framework               , GHSA-36p3-wjmg-h94x, 925b07826067d57a8a057837a1b5973cb6fad186, 002546b3e4b8d791ea6acccb81eb3168f51abb15
 74, apache__jspwiki_CVE-2022-46907_2.11.3                                                   , CVE-2022-46907  , CWE-079 , Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')                  , apache                , jspwiki                                 , 2.11.3                                        , https://github.com/apache/jspwiki                                 , GHSA-qvq8-cw7f-m7m4, 515dff39c66c43318056fa76a20117662d2a0e8d, 0b9a0149032170063f22d65e335dfd317db815ea;46e1ef7a595ca5cabf5ef184139910413f2024fc;484c6a133e397693991b7c9a9b62ef3ca48ce707;75019d337f1d0033b1f65428e75f43baeffd99dd;82be08904a6d8bd22fa2d4e5a7e85f43408724d3;9d6dbf911d52d724297e4e46c4b80649fb028ff9;df20770f251a8d7431047e556b144ef24ee6a3a7
 75, xwiki__xwiki-rendering_CVE-2023-32070_14.6                                              , CVE-2023-32070  , CWE-083 , Improper Neutralization of Script in Attributes in a Web Page                                         , xwiki                 , xwiki-rendering                         , 14.6                                          , https://github.com/xwiki/xwiki-rendering                          , GHSA-6gf5-c898-7rxp, 48b2970c152accd0d9dbc461a2f04bb36686491e, c40e2f5f9482ec6c3e71dbf1fff5ba8a5e44cdc1
 76, keycloak__keycloak_CVE-2014-3656_1.0.5.Final                                            , CVE-2014-3656   , CWE-079 , Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')                  , keycloak              , keycloak                                , 1.0.5.Final                                   , https://github.com/keycloak/keycloak                              , GHSA-px42-mr8m-cpgh, 3b071b83aa0444749eba851fdbe0f2ed47932410, 63b41e2548cbc20bd3758e34a82d880e177bf24c
 77, xwiki__xwiki-commons_CVE-2023-29201_14.6                                                , CVE-2023-29201  , CWE-079 , Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')                  , xwiki                 , xwiki-commons                           , 14.6                                          , https://github.com/xwiki/xwiki-commons                            , GHSA-m3jr-cvhj-f35j, 5d9632d9471f315052c76d7699a17414524ea093, 4a185e0594d90cd4916d60aa60bb4333dc5623b2
 78, xwiki__xwiki-commons_CVE-2023-29528_14.9-rc-1                                           , CVE-2023-29528  , CWE-079 , Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')                  , xwiki                 , xwiki-commons                           , 14.9-rc-1                                     , https://github.com/xwiki/xwiki-commons                            , GHSA-x37v-36wv-6v6h, 7796f76096a3e94b7a0a96bf12b3b026922e3573, 8ff1a9d7e5d7b45b690134a537d53dc05cae04ab
 79, xwiki__xwiki-commons_CVE-2023-31126_14.10.3                                             , CVE-2023-31126  , CWE-079 , Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')                  , xwiki                 , xwiki-commons                           , 14.10.3                                       , https://github.com/xwiki/xwiki-commons                            , GHSA-pv7v-ph6g-3gxv, 011dee864805aec0b24151f69f230a42e40087da, 0b8e9c45b7e7457043938f35265b2aa5adc76a68
 80, xwiki__xwiki-commons_CVE-2023-36471_14.10.5                                             , CVE-2023-36471  , CWE-079 , Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')                  , xwiki                 , xwiki-commons                           , 14.10.5                                       , https://github.com/xwiki/xwiki-commons                            , GHSA-6pqf-c99p-758v, 8dfb9fcb4f456c70f82ea670ca0e2f3dee373ee4, 99484d48e899a68a1b6e33d457825b776c6fe8c3
 81, asf__commons-text_CVE-2022-42889_1.9                                                    , CVE-2022-42889  , CWE-094 , Improper Control of Generation of Code ('Code Injection')                                             , apache                , commons-text                            , 1.9                                           , https://github.com/apache/commons-text                            , GHSA-599f-7c49-w659, cb85bed468e99d34b88d0c81fe20eb3b1615660e, b9b40b903e2d1f9935039803c9852439576780ea
 82, spring-projects__spring-security_CVE-2011-2732_2.0.6.RELEASE                            , CVE-2011-2732   , CWE-094 , Improper Control of Generation of Code ('Code Injection')                                             , spring-projects       , spring-security                         , 2.0.6.RELEASE                                 , https://github.com/spring-projects/spring-security                , GHSA-5xm9-rf63-wj7h, beb0ec4ba95265a7e3481b3eb8d87f3b922733ae, a087e828a63edf0932e4eecf174cf816cbe6a58a;5238ba0e2615ef733a906b264c6c06a4446a886b
 83, apache__activemq_CVE-2014-3576_5.10.2                                                   , CVE-2014-3576   , CWE-264 , "Permissions, Privileges, and Access Controls"                                                        , apache                , activemq                                , 5.10.2                                        , https://github.com/apache/activemq                                ,                    , 4ba1a1689f33d81bd2349a2bb8c66f0c95b04d1d, 00921f22ff9a8792d7663ef8fadd4823402a6324
 84, xwiki__xwiki-rendering_CVE-2023-37908_14.10.3                                           , CVE-2023-37908  , CWE-079 , Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')                  , xwiki                 , xwiki-rendering                         , 14.10.3                                       , https://github.com/xwiki/xwiki-rendering                          , GHSA-663w-2xp3-5739, 0b0286c4caeab4cc1fdd617ec5bf0a91e6f46762, f4d5acac451dccaf276e69f0b49b72221eef5d2f
 85, apache__struts_CVE-2020-17530_2.5.25                                                    , CVE-2020-17530  , CWE-094 , Improper Control of Generation of Code ('Code Injection')                                             , apache                , struts                                  , 2.5.25                                        , https://github.com/apache/struts                                  , GHSA-jc35-q369-45pv, b3a9d82d5830ef9cd7811cfa3f86a373ae52fada, 45667346629455f7ea125bff36bf9b763b7e8463
 86, xerial__sqlite-jdbc_CVE-2023-32697_3.41.2.1                                             , CVE-2023-32697  , CWE-094 , Improper Control of Generation of Code ('Code Injection')                                             , xerial                , sqlite-jdbc                             , 3.41.2.1                                      , https://github.com/xerial/sqlite-jdbc                             , GHSA-6phf-6h5g-97j2, a3322b2ae802b28624bcd4e2e20c55558e46cf99, edb4b8adc2447bc04e05b9b908195a4bc7926242
 87, apache__rocketmq_CVE-2023-37582_4.9.6                                                   , CVE-2023-37582  , CWE-094 , Improper Control of Generation of Code ('Code Injection')                                             , apache                , rocketmq                                , 4.9.6                                         , https://github.com/apache/rocketmq                                , GHSA-gpq8-963w-8qc9, db4ba459bec9392ac37647ff1a4d24d30466814d, fb1c67d536c95ec7bd5904e61b9d97c4c2ee5a3d
 88, ff4j__ff4j_CVE-2022-44262_1.8.13                                                        , CVE-2022-44262  , CWE-094 , Improper Control of Generation of Code ('Code Injection')                                             , ff4j                  , ff4j                                    , 1.8.13                                        , https://github.com/ff4j/ff4j                                      , GHSA-65hj-9ppw-77xc, 7c34409d320ed1c917c4ec4ac72a99661c4e446f, 62d03140f3bfbd380d0f4b4e5a94dcb8baa9d9c6
 89, SpringSource__spring-security-oauth_CVE-2018-1260_2.3.2.RELEASE                         , CVE-2018-1260   , CWE-094 , Improper Control of Generation of Code ('Code Injection')                                             , spring-attic          , spring-security-oauth                   , 2.3.2.RELEASE                                 , https://github.com/spring-attic/spring-security-oauth             , GHSA-rrpm-pj7p-7j9q, 97e39dde7e88aae802be98de084a382886ca4255, 70e5ba84ca98b7ab42c1900bdd9fa51b393d611f
 90, apache__activemq_CVE-2019-0222_5.15.8                                                   , CVE-2019-0222   , CWE-094 , Improper Control of Generation of Code ('Code Injection')                                             , apache                , activemq                                , 5.15.8                                        , https://github.com/apache/activemq                                , GHSA-jpv3-g4cc-6vfx, bcad7e1f6a6dd078d87787a03b56560e995ef773, 98b9f2e2839da6ccff53260571b0e3a43aeb4285;f78c0962ffb46fae3397eed6b7ec1e6e15045031
 91, apache__rocketmq_CVE-2023-33246_5.1.0                                                   , CVE-2023-33246  , CWE-094 , Improper Control of Generation of Code ('Code Injection')                                             , apache                , rocketmq                                , 5.1.0                                         , https://github.com/apache/rocketmq                                , GHSA-x3cq-8f32-5f63, b8e9334d2a1ed8868a3b15b63b8ef3198fcb81ce, 9d411cf04a695e7a3f41036e8377b0aa544d754d;c3ada731405c5990c36bf58d50b3e61965300703
 92, apache__activemq_CVE-2020-11998_5.15.12                                                 , CVE-2020-11998  , CWE-094 , Improper Control of Generation of Code ('Code Injection')                                             , apache                , activemq                                , 5.15.12                                       , https://github.com/apache/activemq                                , GHSA-wqfh-9m4g-7x6x, cebbd7fdea0633e6a0cbbef427f9b753949fa531, 0d6e5f240ef34bae2e4089102047593bef628e6c;88b78d04efb41fa26b5156ad7120b1070f0d88bf;aa8900ca70e6f9422490c1a03627400375d3ff83
 93, spring-cloud__spring-cloud-gateway_CVE-2022-22947_3.0.6                                 , CVE-2022-22947  , CWE-094 , Improper Control of Generation of Code ('Code Injection')                                             , spring-cloud          , spring-cloud-gateway                    , 3.0.6                                         , https://github.com/spring-cloud/spring-cloud-gateway              , GHSA-3gx9-37ww-9qw6, da0f9014bcc9131d8f15141be74011b89a01420f, 1b868d2159e8fb71c22d583e424ae699f90532e3
 94, hapifhir__org.hl7.fhir.core_CVE-2023-24057_5.6.91                                       , CVE-2023-24057  , CWE-022 , Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')                        , hapifhir              , org.hl7.fhir.core                       , 5.6.91                                        , https://github.com/hapifhir/org.hl7.fhir.core                     , GHSA-jqh6-9574-5x22, 7b22d0355b1b12448e50b9cbfe2a8ae63f2ee828, b50aec59124416b7315a49220cfc3999223414cc
 95, eclipse-ee4j__glassfish_CVE-2022-2712_6.2.5                                             , CVE-2022-2712   , CWE-022 , Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')                        , eclipse-ee4j          , glassfish                               , 6.2.5                                         , https://github.com/eclipse-ee4j/glassfish                         , GHSA-3g5w-6pw7-6hrp, 0159b68b362c7f4be78d1fa75aeaf2ec0b997f1d, 6982a7ca7e7fb9f02276dc12ab61832daf4002bd
 96, eclipse__hawkbit_CVE-2020-27219_0.3.0M6                                                 , CVE-2020-27219  , CWE-079 , Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')                  , eclipse               , hawkbit                                 , 0.3.0M6                                       , https://github.com/eclipse/hawkbit                                , GHSA-rcvx-rmvf-mxch, f3659f01425ad0162f92fa73357f8c507058bcb2, 94b7c12cde1b38eda5414bd88d6d068008cfb9f9
 97, hapifhir__org.hl7.fhir.core_CVE-2023-28465_5.6.105                                      , CVE-2023-28465  , CWE-022 , Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')                        , hapifhir              , org.hl7.fhir.core                       , 5.6.105                                       , https://github.com/hapifhir/org.hl7.fhir.core                     , GHSA-9654-pr4f-gh6m, 0b8e2c39841b51def04e29d3b745602517602d5b, 909f7e64fea6532a00b3eb8904bf620fc3cae6d1
 98, asf__karaf_CVE-2022-22932_4.3.5                                                         , CVE-2022-22932  , CWE-022 , Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')                        , apache                , karaf                                   , 4.3.5                                         , https://github.com/apache/karaf                                   , GHSA-544x-2jx9-4pfg, d0439e5b0dde1c7e3ff0207c557aa701093acd25, 36a2bc430cc773db1cfd0b32e307d9da2d1697f7
 99, keycloak__keycloak_CVE-2022-3782_20.0.1                                                 , CVE-2022-3782   , CWE-022 , Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')                        , keycloak              , keycloak                                , 20.0.1                                        , https://github.com/keycloak/keycloak                              , GHSA-g8q8-fggx-9r3q, cce8ee2b1ab7c925bfbb62d8f12a33e93d943040, da8d61616399d5c4e4c470c16dd6b0bd98f2b656
100, apache__incubator-dubbo_CVE-2021-30181_2.6.8                                            , CVE-2021-30181  , CWE-094 , Improper Control of Generation of Code ('Code Injection')                                             , apache                , dubbo                                   , 2.6.8                                         , https://github.com/apache/dubbo                                   , GHSA-qmfc-6www-fjqw, 5a6a069986f3627f2d50720c50024df31a3dc38a, 9b7575aa1c949959c86d29c47625575b58a9dfa9
101, aws__aws-sdk-java_CVE-2022-31159_1.12.260                                               , CVE-2022-31159  , CWE-022 , Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')                        , aws                   , aws-sdk-java                            , 1.12.260                                      , https://github.com/aws/aws-sdk-java                               , GHSA-c28r-hw5m-5gv3, 5555d847a882d4c3094b00ac7cec21a16cf01a3e, cb66c50c885566d9a7fce837a68dc48ddced8a9a
102, asf__cxf_CVE-2016-6812_3.0.11                                                           , CVE-2016-6812   , CWE-079 , Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')                  , apache                , cxf                                     , 3.0.11                                        , https://github.com/apache/cxf                                     , GHSA-vw2c-5wph-v92r, 6c7df35913ce3fc6ec8f5dc6c6074b187f751aa6, 1be97cb13aef121b799b1be4d9793c0e8b925a12;1f824d8039c7a42a4aa46f844e6c800e1143c7e7;32e89366e2daa5670ac7a5c5c19f0bf9329a4c1e;a30397b0
103, keycloak__keycloak_CVE-2022-1274_20.0.4                                                 , CVE-2022-1274   , CWE-079 , Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')                  , keycloak              , keycloak                                , 20.0.4                                        , https://github.com/keycloak/keycloak                              , GHSA-m4fv-gm5m-4725, 4d0629dcf424d805857bec33214e8eb3c0cb781b, fc3c61235fa30132123c17ed8702ff7b3a672fe9
104, keycloak__keycloak_CVE-2022-4137_20.0.3                                                 , CVE-2022-4137   , CWE-079 , Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')                  , keycloak              , keycloak                                , 20.0.3                                        , https://github.com/keycloak/keycloak                              , GHSA-9hhc-pj4w-w5rv, 02d113ab71de67817890b655ae792580a4fb8ee2, 30d0e9d22dae51392e5a3748a1c68c116667359a
105, asf__cxf_CVE-2019-17573_3.2.11                                                          , CVE-2019-17573  , CWE-079 , Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')                  , apache                , cxf                                     , 3.2.11                                        , https://github.com/apache/cxf                                     , GHSA-f93p-f762-vr53, da2d27d97f9e9abd7d307e2224e5e0338b767ee2, a02e96ba1095596bef481919f16a90c5e80a92c8
106, Graylog2__graylog2-server_CVE-2023-41044_5.1.2                                          , CVE-2023-41044  , CWE-022 , Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')                        , Graylog2              , graylog2-server                         , 5.1.2                                         , https://github.com/Graylog2/graylog2-server                       , GHSA-2q4p-f6gf-mqr5, d970230b6f3ecb83e07dd43df56428d1421c40e9, 02b8792e6f4b829f0c1d87fcbf2d58b73458b938
107, apache__dubbo_CVE-2021-30180_2.7.9                                                      , CVE-2021-30180  , CWE-094 , Improper Control of Generation of Code ('Code Injection')                                             , apache                , dubbo                                   , 2.7.9                                         , https://github.com/apache/dubbo                                   , GHSA-7wfc-x4f7-gg2x, f0483b80a32e813a4393879744e30d0084c3eafd, 041f8bb0a98a912bd363560d5a2339198dcf79a5
108, codecentric__spring-boot-admin_CVE-2022-46166_2.6.9                                     , CVE-2022-46166  , CWE-094 , Improper Control of Generation of Code ('Code Injection')                                             , codecentric           , spring-boot-admin                       , 2.6.9                                         , https://github.com/codecentric/spring-boot-admin                  , GHSA-w3x5-427h-wfq6, 650db9e89d80f54b41ebd18f8c27389e8741516d, c14c3ec12533f71f84de9ce3ce5ceb7991975f75
109, payara__Payara_CVE-2022-37422_5.2022.2                                                  , CVE-2022-37422  , CWE-022 , Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')                        , payara                , Payara                                  , 5.2022.2                                      , https://github.com/payara/Payara                                  , GHSA-h28c-453m-h9xm, 7680990e55c04d628f16a591f950a2b3a4dcb401, 6490d4918c65ba6df8344424cb9b8ab583d90b1a
110, fabric8io__kubernetes-client_CVE-2021-4178_5.0.2                                        , CVE-2021-4178   , CWE-094 , Improper Control of Generation of Code ('Code Injection')                                             , fabric8io             , kubernetes-client                       , 5.0.2                                         , https://github.com/fabric8io/kubernetes-client                    , GHSA-98g7-rxmf-rrxm, 1d1b3d404836871c4d0fc0a35dafe5d40369b519, 445103004d1ed3153d5abb272473451d05891e39
111, apache__dolphinscheduler_CVE-2023-49109_3.2.0                                           , CVE-2023-49109  , CWE-094 , Improper Control of Generation of Code ('Code Injection')                                             , apache                , dolphinscheduler                        , 3.2.0                                         , https://github.com/apache/dolphinscheduler                        , GHSA-qwxx-xww6-8q8m, f64b254809f21f811eaef780d489a43b490ca327, 8c01fcf14b199e2c1ba86c17351e1ea30614f484
112, apache__dolphinscheduler_CVE-2023-51770_3.2.0                                           , CVE-2023-51770  , CWE-094 , Improper Control of Generation of Code ('Code Injection')                                             , apache                , dolphinscheduler                        , 3.2.0                                         , https://github.com/apache/dolphinscheduler                        , GHSA-ff2w-wm48-jhqj, f64b254809f21f811eaef780d489a43b490ca327, 309c8c97a9b9003244496dedc7861a5026f9441a
113, keycloak__keycloak_CVE-2022-4361_21.1.1                                                 , CVE-2022-4361   , CWE-079 , Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')                  , keycloak              , keycloak                                , 21.1.1                                        , https://github.com/keycloak/keycloak                              , GHSA-3p62-6fjh-3p5h, 0ca0a5fa4459d97c4d769fec15b4ba99c3824314, a1cfe6e24e5b34792699a00b8b4a8016a5929e3a
114, apache__flink_CVE-2020-17519_1.11.2                                                     , CVE-2020-17519  , CWE-022 , Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')                        , apache                , flink                                   , 1.11.2                                        , https://github.com/apache/flink                                   , GHSA-395w-qhqr-9fr6, fe3613574f76201a8d55d572a639a4ce7e18a9db, b561010b0ee741543c3953306037f00d7a9f0801
115, apache__camel_CVE-2019-0194_2.21.4                                                      , CVE-2019-0194   , CWE-022 , Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')                        , apache                , camel                                   , 2.21.4                                        , https://github.com/apache/camel                                   , GHSA-4wjq-69rc-8wcp, 757bc836d1d9ed11d11de73c5dc72fc53617d6a0, 5b64969d37cf2906efd4623cfd473041ce5132fd
116, asf__nifi_CVE-2023-34468_1.21.0                                                         , CVE-2023-34468  , CWE-094 , Improper Control of Generation of Code ('Code Injection')                                             , apache                , nifi                                    , 1.21.0                                        , https://github.com/apache/nifi                                    , GHSA-xm2m-2q6h-22jw, 892f822107da84ca0dcfefdb5c91c5bc11dc3dc1, 4faf3ea59895e7e153db3f8f61147ff70a254361
117, asf__nifi_CVE-2023-36542_1.22.0                                                         , CVE-2023-36542  , CWE-094 , Improper Control of Generation of Code ('Code Injection')                                             , apache                , nifi                                    , 1.22.0                                        , https://github.com/apache/nifi                                    , GHSA-r969-8v3h-23v9, 71e3ea9f2c58d0cf2ce6824c388f2bd3e917dfc8, 532578799c0a4cb1edc54dadda81aa60787e54b0
118, apache__nifi_CVE-2022-33140_1.16.2                                                      , CVE-2022-33140  , CWE-078 , Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')            , apache                , nifi                                    , 1.16.2                                        , https://github.com/apache/nifi                                    , GHSA-77hf-23pq-2g7c, 06f04958272dafc30ce357c4c4edcaf470050b52, a1306a19f78e11c2d809e9aef24336669461403a
119, apache__dolphinscheduler_CVE-2022-34662_2.0.9                                           , CVE-2022-34662  , CWE-022 , Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')                        , apache                , dolphinscheduler                        , 2.0.9                                         , https://github.com/apache/dolphinscheduler                        , GHSA-fp35-xrrr-3gph, 23302054559410093573fb169336bafeb02db97f, 63f835715f8ca8bff79c0e7177ebfa5917ebb3bd
120, apache__camel_CVE-2018-8041_2.20.3                                                      , CVE-2018-8041   , CWE-022 , Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')                        , apache                , camel                                   , 2.20.3                                        , https://github.com/apache/camel                                   , GHSA-jv74-f9pj-xp3f, 32bfda73ddd1ea8576bcb53dac496af9e0825f1a, 4580e4d6c65cfd544c1791c824b5819477c583cc;4f401c09d22c45c94fa97746dc31905e06b19e3;63c7c080de4d18f9ceb25843508710df2c2c6d4;a0d25d9582c6ee85e9567fa39413df0b4f02ef7
121, jeecgboot__jeecgboot_CVE-2022-45206_3.4.3                                               , CVE-2022-45206  , CWE-089 , Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')                  , jeecgboot             , jeecgboot                               , 3.4.3                                         , https://github.com/jeecgboot/JeecgBoot                            , GHSA-g5cj-5h58-j93w, d34614c4224ec1af69d0d81329d84fe98e11f694, f18ced524c9ec13e876bfb74785a1b112cc8b6bb
122, folio-org__spring-module-core_CVE-2022-4963_2.0.0                                       , CVE-2022-4963   , CWE-089 , Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')                  , folio-org             , spring-module-core                      , 2.0.0                                         , https://github.com/folio-org/spring-module-core                   , GHSA-4h5h-p23f-hjqf, e93b5ddd3022b81abf8ae81da8d3a740186f456e, d374a5f77e6b58e36f0e0e4419be18b95edcd7ff
123, apache__kylin_CVE-2024-48944_5.0.0                                                      , CVE-2024-48944  , CWE-918 , CWE-918: Server-Side Request Forgery (SSRF)                                                           , apache                , kylin                                   , 5.0.0                                         , https://github.com/apache/kylin                                   , GHSA-3v67-545x-ffc3, b0a6fa377109fe6d2b0dd2601d7aa7073b534ed9, 4e6a5acd799ae7543c7161e72ef1019c74d5b4ad
124, apache__axis-axis1-java_CVE-2023-51441_1.3.0                                            , CVE-2023-51441  , CWE-918 , CWE-918: Server-Side Request Forgery (SSRF)                                                           , apache                , axis-axis1-java                         , 1.3                                           , https://github.com/apache/axis-axis1-java                         , GHSA-hr2c-p8rh-238h, e84c60c1f0764b01577d62c9e6453457d523ee77, 685c309febc64aa393b2d64a05f90e7eb9f73e06
125, apache__kafka_CVE-2025-27818_3.9.0                                                      , CVE-2025-27818  , CWE-502 , Deserialization of Untrusted Data                                                                     , apache                , kafka                                   , 3.9.0                                         , https://github.com/apache/kafka                                   , GHSA-76qp-h5mr-frr4, cebba1772bb4cb2f464e2c129037091e93d042bd, 4038edfafe43f01f262c47d81786442ad7ab0b03
126, crate__crate_5.5.1_CVE-2023-51982_5.5.1                                                 , CVE-2023-51982  , CWE-287 , Improper Authentication                                                                               , crate                 , crate                                   , 5.5.1                                         , https://github.com/crate/crate                                    , GHSA-7mgx-gvjw-m3w3, 74716bfa6440c2130cd19ed30219189565f897bd, b8b4cec49a1c7eb2b5af568400bd571d194dc03e
127, mapfish__mapfish-print_CVE-2020-15231_3.22.0                                            , CVE-2020-15231  , CWE-079 , Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')                  , mapfish               , mapfish-print                           , 3.22.0                                        , https://github.com/mapfish/mapfish-print                          , GHSA-w534-q4xf-h5v2, a1911179fd980b9bcd473f2433836a8d5b70e7f6, 89155f2506b9cee822e15ce60ccae390a1419d5e
128, keycloak_CVE-2025-7784_26.2.5                                                           , CVE-2025-7784   , CWE-269 , CWE-269: Improper Privilege Management                                                                , keycloak              , keycloak                                , 26.2.5                                        , https://github.com/keycloak/keycloak                              , GHSA-27gp-8389-hm4w,                                         , 
129, keycloak_CVE-2025-7365_26.0.12                                                          , CVE-2025-7365   , CWE-346 , CWE-346: Origin Validation Error                                                                      , keycloak              , keycloak                                , 26.0.12                                       , https://github.com/keycloak/keycloak                              , GHSA-xhpr-465j-7p9q, 1183157d862f9ccc66e1d6b36018e1aea6d49046, 86f0a7864f2bdd991d5e24e6844ddabfce0aa6de
130, opencast_CVE-2025-54380_17.5                                                            , CVE-2025-54380  , CWE-200 , CWE-200: Exposure of Sensitive Information to an Unauthorized Actor                                   , opencast              , opencast                                , 17.5                                          , https://github.com/opencast/opencast                              , GHSA-j63h-hmgw-x4j7, 9bda49b6021f665c78a950c589b1a31198e2df49, 2d3219113e2b9fadfb06443f5468b1c2157827a6
131, jena_CVE-2025-49656_jena-5.4.0                                                          , CVE-2025-49656  , CWE-22  , CWE-22: Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')                , apache                , jena                                    , jena-5.4.0                                    , https://github.com/apache/jena                                    , GHSA-jq2c-m8gg-mqcm, 35350569b4c1fd432d92e7c92af9597c4400debe, 03c5265910aa3a27907bf54f6b4aaae3409afa4f
